recipe,pair,scope,rank
Raw caption cosine (ceiling),text-free,aggregate,3
Raw caption cosine (ceiling),text-free,aggregate,204
Raw caption cosine (ceiling),text-free,aggregate,320
Raw caption cosine (ceiling),text-free,aggregate,25
Raw caption cosine (ceiling),text-free,aggregate,13
Raw caption cosine (ceiling),text-free,aggregate,36
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,26
Raw caption cosine (ceiling),text-free,aggregate,5
Raw caption cosine (ceiling),text-free,aggregate,22
Raw caption cosine (ceiling),text-free,aggregate,7
Raw caption cosine (ceiling),text-free,aggregate,6
Raw caption cosine (ceiling),text-free,aggregate,64
Raw caption cosine (ceiling),text-free,aggregate,16
Raw caption cosine (ceiling),text-free,aggregate,7
Raw caption cosine (ceiling),text-free,aggregate,28
Raw caption cosine (ceiling),text-free,aggregate,234
Raw caption cosine (ceiling),text-free,aggregate,114
Raw caption cosine (ceiling),text-free,aggregate,162
Raw caption cosine (ceiling),text-free,aggregate,105
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,24
Raw caption cosine (ceiling),text-free,aggregate,100
Raw caption cosine (ceiling),text-free,aggregate,13
Raw caption cosine (ceiling),text-free,aggregate,154
Raw caption cosine (ceiling),text-free,aggregate,271
Raw caption cosine (ceiling),text-free,aggregate,79
Raw caption cosine (ceiling),text-free,aggregate,156
Raw caption cosine (ceiling),text-free,aggregate,177
Raw caption cosine (ceiling),text-free,aggregate,235
Raw caption cosine (ceiling),text-free,aggregate,42
Raw caption cosine (ceiling),text-free,aggregate,340
Raw caption cosine (ceiling),text-free,aggregate,106
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,39
Raw caption cosine (ceiling),text-free,aggregate,63
Raw caption cosine (ceiling),text-free,aggregate,33
Raw caption cosine (ceiling),text-free,aggregate,261
Raw caption cosine (ceiling),text-free,aggregate,24
Raw caption cosine (ceiling),text-free,aggregate,28
Raw caption cosine (ceiling),text-free,aggregate,18
Raw caption cosine (ceiling),text-free,aggregate,101
Raw caption cosine (ceiling),text-free,aggregate,10
Raw caption cosine (ceiling),text-free,aggregate,158
Raw caption cosine (ceiling),text-free,aggregate,168
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,338
Raw caption cosine (ceiling),text-free,aggregate,51
Raw caption cosine (ceiling),text-free,aggregate,58
Raw caption cosine (ceiling),text-free,aggregate,7
Raw caption cosine (ceiling),text-free,aggregate,11
Raw caption cosine (ceiling),text-free,aggregate,267
Raw caption cosine (ceiling),text-free,aggregate,28
Raw caption cosine (ceiling),text-free,aggregate,101
Raw caption cosine (ceiling),text-free,aggregate,90
Raw caption cosine (ceiling),text-free,aggregate,232
Raw caption cosine (ceiling),text-free,aggregate,123
Raw caption cosine (ceiling),text-free,aggregate,35
Raw caption cosine (ceiling),text-free,aggregate,253
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,304
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,14
Raw caption cosine (ceiling),text-free,aggregate,69
Raw caption cosine (ceiling),text-free,aggregate,129
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,106
Raw caption cosine (ceiling),text-free,aggregate,84
Raw caption cosine (ceiling),text-free,aggregate,103
Raw caption cosine (ceiling),text-free,aggregate,64
Raw caption cosine (ceiling),text-free,aggregate,61
Raw caption cosine (ceiling),text-free,aggregate,76
Raw caption cosine (ceiling),text-free,aggregate,343
Raw caption cosine (ceiling),text-free,aggregate,3
Raw caption cosine (ceiling),text-free,aggregate,58
Raw caption cosine (ceiling),text-free,aggregate,18
Raw caption cosine (ceiling),text-free,aggregate,9
Raw caption cosine (ceiling),text-free,aggregate,4
Raw caption cosine (ceiling),text-free,aggregate,378
Raw caption cosine (ceiling),text-free,aggregate,360
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,236
Raw caption cosine (ceiling),text-free,aggregate,11
Raw caption cosine (ceiling),text-free,aggregate,9
Raw caption cosine (ceiling),text-free,aggregate,4
Raw caption cosine (ceiling),text-free,aggregate,20
Raw caption cosine (ceiling),text-free,aggregate,148
Raw caption cosine (ceiling),text-free,aggregate,45
Raw caption cosine (ceiling),text-free,aggregate,94
Raw caption cosine (ceiling),text-free,aggregate,307
Raw caption cosine (ceiling),text-free,aggregate,87
Raw caption cosine (ceiling),text-free,aggregate,28
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,86
Raw caption cosine (ceiling),text-free,aggregate,13
Raw caption cosine (ceiling),text-free,aggregate,154
Raw caption cosine (ceiling),text-free,aggregate,270
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,24
Raw caption cosine (ceiling),text-free,aggregate,66
Raw caption cosine (ceiling),text-free,aggregate,158
Raw caption cosine (ceiling),text-free,aggregate,24
Raw caption cosine (ceiling),text-free,aggregate,171
Raw caption cosine (ceiling),text-free,aggregate,3
Raw caption cosine (ceiling),text-free,aggregate,8
Raw caption cosine (ceiling),text-free,aggregate,20
Raw caption cosine (ceiling),text-free,aggregate,23
Raw caption cosine (ceiling),text-free,aggregate,173
Raw caption cosine (ceiling),text-free,aggregate,21
Raw caption cosine (ceiling),text-free,aggregate,20
Raw caption cosine (ceiling),text-free,aggregate,97
Raw caption cosine (ceiling),text-free,aggregate,70
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,89
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,6
Raw caption cosine (ceiling),text-free,aggregate,3
Raw caption cosine (ceiling),text-free,aggregate,259
Raw caption cosine (ceiling),text-free,aggregate,187
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,301
Raw caption cosine (ceiling),text-free,aggregate,114
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,204
Raw caption cosine (ceiling),text-free,aggregate,56
Raw caption cosine (ceiling),text-free,aggregate,332
Raw caption cosine (ceiling),text-free,aggregate,126
Raw caption cosine (ceiling),text-free,aggregate,61
Raw caption cosine (ceiling),text-free,aggregate,385
Raw caption cosine (ceiling),text-free,aggregate,210
Raw caption cosine (ceiling),text-free,aggregate,77
Raw caption cosine (ceiling),text-free,aggregate,11
Raw caption cosine (ceiling),text-free,aggregate,101
Raw caption cosine (ceiling),text-free,aggregate,15
Raw caption cosine (ceiling),text-free,aggregate,208
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,7
Raw caption cosine (ceiling),text-free,aggregate,5
Raw caption cosine (ceiling),text-free,aggregate,222
Raw caption cosine (ceiling),text-free,aggregate,15
Raw caption cosine (ceiling),text-free,aggregate,131
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,59
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,128
Raw caption cosine (ceiling),text-free,aggregate,80
Raw caption cosine (ceiling),text-free,aggregate,31
Raw caption cosine (ceiling),text-free,aggregate,2
Raw caption cosine (ceiling),text-free,aggregate,8
Raw caption cosine (ceiling),text-free,aggregate,1
Raw caption cosine (ceiling),text-free,aggregate,36
Raw caption cosine (ceiling),text-free,aggregate,108
Raw caption cosine (ceiling),text-free,aggregate,65
Raw caption cosine (ceiling),text-free,aggregate,248
Raw caption cosine (ceiling),text-free,aggregate,42
Raw caption cosine (ceiling),text-free,aggregate,5
Raw caption cosine (ceiling),text-free,aggregate,275
Raw caption cosine (ceiling),text-free,aggregate,13
Raw caption cosine (ceiling),text-free,aggregate,307
Raw caption cosine (ceiling),text-free,aggregate,36
Raw caption cosine (ceiling),text-free,aggregate,8
